#Sample	OTU	Abundance
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU687	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU202	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU201	4.1242
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU129	3.58
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU979	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2968	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2964	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2967	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2202	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3622	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3307	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3306	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU142	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3239	3.58
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3236	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3235	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3234	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3233	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU92	8.2532
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3544	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3158	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU1008	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU1248	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU88	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU85	5.3956
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU164	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU83	3.8776
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU82	4.5184
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU161	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU80	5.8712
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU789	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU781	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU780	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU786	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU948	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU942	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2971	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2975	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3320	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU676	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2308	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU715	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3184	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3208	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3205	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3141	3.58
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2418	3.58
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU671	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU1703	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3330	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU72	3.58
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU71	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU74	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU75	4.3347
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU175	4.9606
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU176	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU177	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU170	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU171	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU172	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU173	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU779	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU194	4.3347
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU958	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU957	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU1164	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2948	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU143	4.1242
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU145	3.58
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU49	4.1242
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU724	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2314	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU122	4.5184
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3218	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3130	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3132	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU137	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3045	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3041	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU123	4.1242
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2623	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3596	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU66	4.9606
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3666	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU1208	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU1196	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3419	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2861	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3267	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3122	4.6813
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2432	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3691	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3695	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3697	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3056	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3584	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3582	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU56	3.58
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2989	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2986	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU141	3.8776
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU63	5.3956
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU62	4.5184
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU65	5.0822
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU144	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU148	5.0822
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3112	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU242	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU243	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU240	6.7158
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU241	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU244	4.3347
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3546	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3595	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3062	4.8277
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3061	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3066	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3064	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3068	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU43	6.5983
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU41	4.3347
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU40	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU44	6.7891
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU665	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3450	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU185	3.58
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU638	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU183	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3646	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3644	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2993	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2998	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2889	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU12	8.9647
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU6	9.2443
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU7	9.4161
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2	7.9833
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU8	9.2765
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3244	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3240	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2957	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3103	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3249	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3070	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3241	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2958	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU33	6.0608
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU623	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU199	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3494	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3499	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3498	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2852	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3367	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3361	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU840	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3101	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3102	3.58
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3570	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2899	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU127	4.8277
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3639	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2995	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU165	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3000	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3005	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU29	7.3456
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU1000	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3715	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU136	4.1242
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3532	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3431	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3091	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU67	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU691	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU893	3.58
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3010	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU11	8.5973
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU14	8.1869
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU16	7.7825
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3703	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2872	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2873	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2870	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2875	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3528	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3521	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU168	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU1243	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU620	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3659	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU570	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3028	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU472	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU192	4.6813
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU698	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU193	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3608	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2854	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU191	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3516	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU197	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2869	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU195	4.1242
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3515	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU1280	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3420	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3282	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3288	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU966	4.1242
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU960	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3353	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3228	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3589	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3500	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3503	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2927	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU2921	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3222	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU939	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU1298	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU52	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3520	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU234	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3678	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3405	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU180	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU810	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU601	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3198	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU3196	3.2046
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU237	4.5184
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU236	1.9029
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU235	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU239	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU238	2.6959
LUNA.2.NULL.2	New.CleanUp.ReferenceOTU128	4.9606
LUNA.3.NULL.3	1104521	2.1649
LUNA.3.NULL.3	1032520	2.9943
LUNA.3.NULL.3	130864	2.1649
LUNA.3.NULL.3	4355925	3.5176
LUNA.3.NULL.3	4482374	3.9008
LUNA.3.NULL.3	537516	2.1649
LUNA.3.NULL.3	828305	2.1649
LUNA.3.NULL.3	4470065	3.9008
LUNA.3.NULL.3	1111024	4.8517
LUNA.3.NULL.3	4335437	2.9943
LUNA.3.NULL.3	256163	2.9943
LUNA.3.NULL.3	653788	4.2033
LUNA.3.NULL.3	806406	2.9943
LUNA.3.NULL.3	4349732	3.9008
LUNA.3.NULL.3	4349731	4.6662
LUNA.3.NULL.3	4452900	2.1649
LUNA.3.NULL.3	3505032	2.1649
LUNA.3.NULL.3	562741	2.9943
LUNA.3.NULL.3	805062	3.5176
LUNA.3.NULL.3	4402892	2.9943
LUNA.3.NULL.3	809392	7.9564
LUNA.3.NULL.3	4435518	2.1649
LUNA.3.NULL.3	112045	3.5176
LUNA.3.NULL.3	111050	2.9943
LUNA.3.NULL.3	202381	3.9008
LUNA.3.NULL.3	4439227	5.1636
LUNA.3.NULL.3	1114113	5.6375
LUNA.3.NULL.3	649518	2.9943
LUNA.3.NULL.3	2020092	7.0969
LUNA.3.NULL.3	511572	5.7351
LUNA.3.NULL.3	2053922	8.9737
LUNA.3.NULL.3	1822603	2.1649
LUNA.3.NULL.3	1119470	3.9008
LUNA.3.NULL.3	4480958	2.1649
LUNA.3.NULL.3	704830	2.1649
LUNA.3.NULL.3	266995	2.1649
LUNA.3.NULL.3	146122	2.9943
LUNA.3.NULL.3	864395	5.0161
LUNA.3.NULL.3	4458184	3.9008
LUNA.3.NULL.3	168709	2.9943
LUNA.3.NULL.3	86556	2.9943
LUNA.3.NULL.3	99987	3.5176
LUNA.3.NULL.3	4371629	2.1649
LUNA.3.NULL.3	1120543	3.5176
LUNA.3.NULL.3	554361	6.2128
LUNA.3.NULL.3	4004072	2.1649
LUNA.3.NULL.3	203418	7.6156
LUNA.3.NULL.3	543914	5.2975
LUNA.3.NULL.3	587534	2.9943
LUNA.3.NULL.3	926122	2.1649
LUNA.3.NULL.3	817451	6.2128
LUNA.3.NULL.3	764838	3.5176
LUNA.3.NULL.3	4329857	5.2975
LUNA.3.NULL.3	809239	6.8138
LUNA.3.NULL.3	831377	2.9943
LUNA.3.NULL.3	4455576	4.6662
LUNA.3.NULL.3	4362620	3.5176
LUNA.3.NULL.3	162202	10.936
LUNA.3.NULL.3	4371107	3.5176
LUNA.3.NULL.3	4469401	2.1649
LUNA.3.NULL.3	833324	3.5176
LUNA.3.NULL.3	947475	3.5176
LUNA.3.NULL.3	4414336	6.5172
LUNA.3.NULL.3	4301663	2.1649
LUNA.3.NULL.3	235943	2.9943
LUNA.3.NULL.3	256447	2.1649
LUNA.3.NULL.3	226516	3.5176
LUNA.3.NULL.3	568698	9.5239
LUNA.3.NULL.3	4360288	5.9936
LUNA.3.NULL.3	3734418	5.7351
LUNA.3.NULL.3	4333805	5.1636
LUNA.3.NULL.3	831877	2.1649
LUNA.3.NULL.3	104265	2.1649
LUNA.3.NULL.3	826651	5.4199
LUNA.3.NULL.3	401798	6.1434
LUNA.3.NULL.3	4481011	2.1649
LUNA.3.NULL.3	799959	2.1649
LUNA.3.NULL.3	1110437	2.1649
LUNA.3.NULL.3	773538	2.1649
LUNA.3.NULL.3	673883	5.7351
LUNA.3.NULL.3	263308	5.5328
LUNA.3.NULL.3	2025460	4.2033
LUNA.3.NULL.3	808533	4.6662
LUNA.3.NULL.3	675211	5.2975
LUNA.3.NULL.3	255018	2.1649
LUNA.3.NULL.3	974497	2.9943
LUNA.3.NULL.3	4482713	4.4532
LUNA.3.NULL.3	4391116	5.0161
LUNA.3.NULL.3	114146	2.1649
LUNA.3.NULL.3	4363069	5.7351
LUNA.3.NULL.3	4310319	3.5176
LUNA.3.NULL.3	837092	2.1649
LUNA.3.NULL.3	1639771	2.1649
LUNA.3.NULL.3	4483596	4.2033
LUNA.3.NULL.3	702683	5.8265
LUNA.3.NULL.3	3956477	2.9943
LUNA.3.NULL.3	1100123	2.1649
LUNA.3.NULL.3	4387971	2.1649
LUNA.3.NULL.3	4465158	3.5176
LUNA.3.NULL.3	4452899	4.4532
LUNA.3.NULL.3	4353338	4.2033
LUNA.3.NULL.3	637301	4.4532
LUNA.3.NULL.3	1119224	6.0704
LUNA.3.NULL.3	822489	3.5176
LUNA.3.NULL.3	549954	3.5176
LUNA.3.NULL.3	4448321	2.1649
LUNA.3.NULL.3	512952	3.5176
LUNA.3.NULL.3	4463047	2.9943
LUNA.3.NULL.3	824845	7.0969
LUNA.3.NULL.3	353649	3.5176
LUNA.3.NULL.3	554719	2.9943
LUNA.3.NULL.3	1110235	7.666
LUNA.3.NULL.3	4466061	4.2033
LUNA.3.NULL.3	1119031	6.9005
LUNA.3.NULL.3	559753	2.1649
LUNA.3.NULL.3	811403	4.4532
LUNA.3.NULL.3	65683	2.9943
LUNA.3.NULL.3	766214	2.9943
LUNA.3.NULL.3	1115272	7.3019
LUNA.3.NULL.3	166076	5.0161
LUNA.3.NULL.3	4371349	2.1649
LUNA.3.NULL.3	4356578	3.5176
LUNA.3.NULL.3	1139892	2.9943
LUNA.3.NULL.3	128300	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU908	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU907	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU903	2.1649
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU830	2.1649
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU985	2.1649
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU984	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU1135	2.1649
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU647	3.5176
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU225	3.9008
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU226	4.4532
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU227	4.2033
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU1054	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU1057	2.1649
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU228	4.4532
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU134	5.4199
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU139	2.1649
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU866	2.1649
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU642	4.2033
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU829	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU739	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU731	2.1649
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU735	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU918	2.1649
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU179	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU764	3.9008
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU721	3.5176
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU702	3.5176
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU720	3.5176
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU704	2.1649
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU722	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU651	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU695	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU694	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU749	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU745	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU741	4.2033
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU969	4.2033
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU657	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU656	4.4532
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU792	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU794	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU658	3.5176
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU797	4.2033
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU662	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU937	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU713	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU1038	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU99	5.7351
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU110	4.2033
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU111	2.1649
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU117	3.5176
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU115	5.9125
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU687	4.6662
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU688	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU689	3.5176
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU758	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU759	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU204	4.8517
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU201	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU1143	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU1147	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU129	5.6375
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU979	2.1649
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU617	3.5176
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU616	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU1034	2.1649
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU667	2.1649
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU142	5.1636
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU118	5.4199
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU92	3.5176
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU1163	3.5176
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU114	5.1636
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU685	2.9943
LUNA.3.NULL.3	New.CleanUp.ReferenceOTU707	2.9943
